disease,text,risk_level
low_condition,"Suddenly, feeling a bit off but nothing specific.",Low
high_condition,"I'm experiencing infected cut that's getting worse, now have fever and chills Is this serious?",High
high_condition,"I'm dealing with infected cut that's getting worse, now have fever and chills What should I do?",High
high_condition,"I woke up with wound is red, swollen, and warm with red streaks spreading up my arm.",High
low_condition,I'm suffering from following up on previous minor concern,Low
high_condition,I can't shake chest tightness and shortness of breath during any physical activity I hope it's nothing serious.,High
medium_condition,I woke up with mild dizziness when I stand up too fast Is this serious?,Medium
high_condition,"It started when infected cut that's getting worse, now have fever and chills I'm looking for guidance.",High
low_condition,Minor muscle ache from working out yesterday I hope it's nothing serious.,Low
medium_condition,"Gradually, mild wheezing when I exercise, goes away after rest I'm looking for guidance.",Medium
emergency_condition,"One side of my body went completely weak, I think I'm having a stroke Is this serious?",Emergency
medium_condition,"I've developed twisted my ankle a few days ago, still noticeably swollen.",Medium
high_condition,"Today, difficulty breathing when lying down, have to sit up to catch my breath Should I be worried?",High
low_condition,"This morning, feeling under the weather with mild cold symptoms Please help.",Low
low_condition,I'm dealing with just feeling a little tired today. Probably need more sleep.,Low
high_condition,"Recently, leg is swollen, warm, and painful - possible blood clot I'm not sure what to do.",High
emergency_condition,I'm dealing with i'm bleeding heavily from a wound and can't stop it. Blood is everywhere Please help.,Emergency
high_condition,"Difficulty breathing when lying down, have to sit up to catch my breath This is concerning me.",High
high_condition,"I'm experiencing severe headache after hitting my head, now feeling confused Please help.",High
high_condition,I woke up with high fever of 104°F with confusion and severe headache suddenly.,High
low_condition,I woke up with need a routine health checkup What should I do?,Low
low_condition,I've developed a bit of indigestion after a heavy meal I'm not sure what to do.,Low
low_condition,I woke up with want to know if I should be concerned about a mole Can you help?,Low
medium_condition,"Gradually, stomach cramps after eating certain foods intermittently Please help.",Medium
medium_condition,"Last night, pink eye - eye is red and watery with some discharge Is this serious?",Medium
low_condition,"Gradually, curious about healthy eating habits I hope it's nothing serious.",Low
high_condition,"A few hours ago, having thoughts of harming myself, I don't feel safe Any suggestions?",High
low_condition,Small cut on my finger from cooking. Cleaned it up Is this normal?,Low
emergency_condition,extremely abdominal pain with vomiting blood. I need emergency help It's really bothering me.,Emergency
medium_condition,"This morning, nasal congestion and headache that's been bothering me constantly.",Medium
emergency_condition,I'm experiencing crushing chest pain with numbness in my jaw and left arm at rest.,Emergency
emergency_condition,I've noticed that my throat is closing up and I'm covered in hives. Can't breathe properly Is this serious?,Emergency
high_condition,I've been having one leg is much more swollen than the other with pain when walking What should I do?,High
high_condition,"Suddenly, very chest discomfort with irregular heartbeat for months now Should I be worried?",High
low_condition,It started when minor sunburn on my shoulders from being outside This is concerning me.,Low
high_condition,"Ever since yesterday, sudden hearing loss in one ear with dizziness I hope it's nothing serious.",High
medium_condition,"Gradually, upset stomach and mild nausea all day. Not vomiting though I'm not sure what to do.",Medium
medium_condition,"Recently, feeling run down and not quite right gradually over time.",Medium
emergency_condition,"A few hours ago, i'm gasping for air and feel like I'm suffocating out of nowhere.",Emergency
medium_condition,I've been having skin infection that's not spreading but isn't healing either What should I do?,Medium
medium_condition,"Recently, rash on my arm that appeared a few days ago, slightly itchy What should I do?",Medium
emergency_condition,"I noticed i overdosed on medication and I'm feeling very drowsy, can barely stay awake Is this normal?",Emergency
emergency_condition,I can't shake i'm having a seizure and can't stop shaking. This is affecting my life.,Emergency
medium_condition,Feeling run down and not quite right for months now Is this normal?,Medium
low_condition,"I woke up with slight sore throat and mild cough, probably just a cold Can you help?",Low
low_condition,"This morning, chapped lips from the cold weather Is this serious?",Low
medium_condition,"Gradually, nasal congestion and headache that's been bothering me for several hours.",Medium
low_condition,I've developed slight stomach discomfort after eating too much What does this mean?,Low
low_condition,I woke up with question about my medication dosage Is this normal?,Low
medium_condition,"Suddenly, feeling more tired than usual for several hours. Low energy throughout the day Any suggestions?",Medium
emergency_condition,"I'm dealing with sudden severely shortness of breath, I feel like I'm drowning Please help.",Emergency
medium_condition,"Recently, persistent sore throat with mild fever for the past hour",Medium
high_condition,Heart palpitations that won't stop out of nowhere. Feeling anxious and weak What does this mean?,High
medium_condition,"Today, back pain from sitting at my desk, it's noticeably uncomfortable I'm looking for guidance.",Medium
medium_condition,I've developed feeling run down and not quite right especially at night Any suggestions?,Medium
low_condition,I noticed prescription refill needed I need advice.,Low
low_condition,"I'm dealing with mild back stiffness in the morning, goes away after moving Should I be worried?",Low
medium_condition,"Twisted my ankle a few days ago, still mildly to moderately swollen.",Medium
