disease,text,risk_level
hypertrophic obstructive cardiomyopathy (hocm),"I get severe chest pain during exercise, and I have nearly fainted several times.",High
hypertrophic obstructive cardiomyopathy (hocm),"The chest pressure during activity is intense, and I'm afraid to exercise anymore; it's really concerning.",High
hypertrophic obstructive cardiomyopathy (hocm),"My family has a history of sudden cardiac death, and now I am having these scary symptoms.",High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, my heart races suddenly and I feel like I might pass out; the palpitations are terrifying.",High
hypertrophic obstructive cardiomyopathy (hocm),"The chest pressure during activity is intense, and I'm afraid to exercise anymore. I really need help.",High
hypertrophic obstructive cardiomyopathy (hocm),"I can feel my heart beating irregularly, and I get dizzy with any exertion. I really need help.",High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, i've been having episodes where my heart races uncontrollably and I nearly black out.",High
hypertrophic obstructive cardiomyopathy (hocm),I've been having episodes where my heart races uncontrollably and I nearly black out; it's really concerning.,High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, i've been having episodes where my heart races uncontrollably and I nearly black out.",High
hypertrophic obstructive cardiomyopathy (hocm),My heart races suddenly and I feel like I might pass out; the palpitations are terrifying. I really need help.,High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, i've been having episodes where my heart races uncontrollably and I nearly black out.",High
hypertrophic obstructive cardiomyopathy (hocm),The fatigue and breathlessness during normal activities is significantly limiting my life; it's really concerning.,High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, my family has a history of sudden cardiac death, and now I'm having these scary symptoms.",High
hypertrophic obstructive cardiomyopathy (hocm),"The chest pressure during activity is intense, and I'm afraid to exercise anymore. I really need help.",High
hypertrophic obstructive cardiomyopathy (hocm),"I get severe chest pain during exercise, and I've nearly fainted several times; it's really concerning.",High
hypertrophic obstructive cardiomyopathy (hocm),"I get severe chest pain during exercise, and I have nearly fainted several times.",High
hypertrophic obstructive cardiomyopathy (hocm),"My heart races suddenly and I feel like I might pass out, the palpitations are terrifying; it's really concerning.",High
hypertrophic obstructive cardiomyopathy (hocm),"My family has a history of sudden cardiac death, and now I'm having these scary symptoms. I really need help.",High
hypertrophic obstructive cardiomyopathy (hocm),"The chest pressure during activity is intense, and I am afraid to exercise anymore.",High
hypertrophic obstructive cardiomyopathy (hocm),The fatigue and breathlessness during normal activities is significantly limiting my life. I really need help.,High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, my heart races suddenly and I feel like I might pass out; the palpitations are terrifying.",High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, my heart races suddenly and I feel like I might pass out; the palpitations are terrifying.",High
hypertrophic obstructive cardiomyopathy (hocm),"My family has a history of sudden cardiac death, and now I'm having these scary symptoms; it's really concerning.",High
hypertrophic obstructive cardiomyopathy (hocm),"I can feel my heart beating irregularly, and I get dizzy with any exertion. I really need help.",High
hypertrophic obstructive cardiomyopathy (hocm),"The shortness of breath is getting worse, and my heart feels like it's pounding out of my chest; it's really concerning.",High
hypertrophic obstructive cardiomyopathy (hocm),"My family has a history of sudden cardiac death, and now I'm having these scary symptoms. I really need help.",High
hypertrophic obstructive cardiomyopathy (hocm),I have been having episodes where my heart races uncontrollably and I nearly black out.,High
hypertrophic obstructive cardiomyopathy (hocm),"I can feel my heart beating irregularly, and I get dizzy with any exertion. I really need help.",High
hypertrophic obstructive cardiomyopathy (hocm),"The chest pressure during activity is intense, and I am afraid to exercise anymore.",High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, my family has a history of sudden cardiac death, and now I'm having these scary symptoms.",High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, the chest pressure during activity is intense, and I'm afraid to exercise anymore.",High
hypertrophic obstructive cardiomyopathy (hocm),"I can feel my heart beating irregularly, and I get dizzy with any exertion; it's really concerning.",High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, the chest pressure during activity is intense, and I'm afraid to exercise anymore.",High
hypertrophic obstructive cardiomyopathy (hocm),"Lately, the shortness of breath is getting worse, and my heart feels like it's pounding out of my chest.",High
hypertrophic obstructive cardiomyopathy (hocm),"My family has a history of sudden cardiac death, and now I'm having these scary symptoms; it's really concerning.",High
hypertrophic obstructive cardiomyopathy (hocm),I have been having episodes where my heart races uncontrollably and I nearly black out.,High
hypertrophic obstructive cardiomyopathy (hocm),I've been having episodes where my heart races uncontrollably and I nearly black out; it's really concerning.,High
hypertrophic obstructive cardiomyopathy (hocm),"I can feel my heart beating irregularly, and I get dizzy with any exertion; it's really concerning.",High
hypertrophic obstructive cardiomyopathy (hocm),"I get severe chest pain during exercise, and I've nearly fainted several times; it's really concerning.",High
hypothermia,"My body temperature is dangerously low, and I can't stop shivering violently.",High
